entities,count,label
Ernestina Mensasalvas,1,PER
Diego Alonso Cáceres,1,PER
Andrés Iborra García,1,PER
quinto,1,PER
Júpiter,1,PER
Indeed,1,PER
Oportunidades de Negocio,1,PER
Francisco José Fernández Cañavate,1,PER
Javier Paredes,1,PER
cósmico’,1,PER
Laura García García,1,PER
Antonio Javier García Sánchez,1,PER
‘Miguel Espinosa’,1,PER
¿Dejarán,1,PER
Jan Opletal,1,PER
Alberto García García,1,PER
Hablarán,1,PER
Moderada,1,PER
Clara Cubillas,1,PER
Inicialmente,1,PER
Reducción de Emisiones de Gases de Efecto Invernadero y Amoniaco,1,PER
‘Evaluación de Diferentes Técnicas,1,PER
Médico de la Armada,1,PER
Matlab,1,PER
Blas Zamora,1,PER
Agustín Diéguez,1,PER
Afirman,1,PER
José Luis Vicens Moltó,1,PER
Laura Di Chiacchio,1,PER
Francisco Sampalo,1,PER
Alfonso Higueras,1,PER
Alexeis García Pérez,1,PER
Eva Martínez Caro,1,PER
Juan Gabriel Cegarra Navarro,1,PER
Ana Rosique,1,PER
Alejandro Ballesta Fuentes,1,PER
Fini Company,1,PER
Beatriz Miguel.,1,PER
Preside,1,PER
Sampalo,1,PER
Policía Naval,1,PER
Policía Aérea,1,PER
Pedro Pérez Cutillas,1,PER
Leandro Ruiz,1,PER
María Eugenia García Mateo,1,PER
Antonio Patricio Bernal Rodríguez,1,PER
Sonia Rosique Padilla,1,PER
‘Saavedra Fajardo’,1,PER
‘Infante Don Juan Manuel’,1,PER
Carlos I’,1,PER
Formula Student,1,PER
Monforte,1,PER
Jesús Peñalver,1,PER
Manfredo Monforte Moreno,1,PER
Ana Alonso,1,PER
Moto Student,1,PER
Alberto García,1,PER
Olga Rodríguez,1,PER
Juan José Díaz Tudela,1,PER
Polisomnografía,1,PER
Víctor Beltrí,1,PER
Hijas de San Vicente de Paúl,1,PER
Ekodoma,1,PER
Pedro J. Navarro,1,PER
Page,1,PER
Mara Casillas Baldrés,1,PER
Isidoro Guzmán,1,PER
‘Metaverso,1,PER
Marcos Ros,1,PER
Galería,1,PER
Pádel Masculino,1,PER
bádminton,1,PER
Cuánto,1,PER
Afectará,1,PER
Manuel Pardo,1,PER
400€. Pueden,1,PER
investigación está,1,PER
Wanna Freak,1,PER
Provesa,1,PER
Yassel Parra,1,PER
Pascual Soria,1,PER
Paisajismo,1,PER
Juan Luis García Guirao,1,PER
Pablo Bielza,1,PER
Emma García Meca,1,PER
Juan Gabriel Cegarra,1,PER
Sonia Gayoso,1,PER
Demencias Neurodegenerativas,1,PER
Como,1,PER
Juan Ojeda,1,PER
General de Protección de las Aguas,1,PER
Javier Sánchez,1,PER
Petra Amparo López,1,PER
Teodoro Estrela,1,PER
Inmaculada Serrano,1,PER
Jorge Matos,1,PER
IES Ben Arabí,1,PER
Naufragó,1,PER
Tenía,1,PER
Medía,1,PER
Cope,1,PER
Adolfo Arjona’,1,PER
sb.ieee@upct.es,1,PER
Elías Aguilar Olsson,1,PER
Dani Martínez Pedreño,1,PER
Automática Álvaro Navarro Jorquera,1,PER
Bachillerato de Artes del IES,1,PER
Francisco J. Fernández Cañavate,1,PER
Tanques de Cartagena,1,PER
Ingeniería Multidisciplinar,1,PER
José Martínez Monroy,1,PER
Mariano Marcos Pérez,1,PER
Paella,1,PER
José Antonio Rodríguez Martín,1,PER
Arquitectura JARM,1,PER
Deu,1,PER
Pedreño,1,PER
David Navarro Moreno,1,PER
Martínez Oliva,1,PER
AGL2017-83975-R,1,PER
Francisco J. Ortiz,1,PER
Javier Martínez Gilabert,1,PER
Tecnología Emocional,1,PER
Versar,1,PER
Vídeo,1,PER
García Bermejo,1,PER
Minero,1,PER
inundación,1,PER
Max Planck Institut,1,PER
modelización hidráulica,1,PER
Javier Marín Ros,1,PER
Federico Miralles,1,PER
Loreto Daza,1,PER
Javier López Cascales,1,PER
Desarrollos,1,PER
Víctor Martínez Pacheco,1,PER
Juan Manuel Guerrero,1,PER
José Antonio Jiménez Valera,1,PER
Iván Alhama,1,PER
González Soto,1,PER
Edinart Consulting S.L.,1,PER
Physik de Munich,1,PER
Pilar Hidalgo,1,PER
Ángel Palomo,1,PER
Martínez Pacheco,1,PER
Adrián Collazos,1,PER
UPCT,1052,ORG
Universidad Politécnica de Cartagena,228,ORG
EUt+,90,ORG
Región,82,ORG
Innovación,36,ORG
Universidad,36,ORG
Unión Europea,35,ORG
Fundación Española para la Ciencia,34,ORG
APC,30,ORG
Comisión Europea,29,ORG
Unidad de Cultura Científica,28,ORG
Rumanía,28,ORG
UCC+i,28,ORG
European University of Technology,27,ORG
Universidad Europea de Tecnología,24,ORG
Escuela de Ingeniería Industrial,20,ORG
Estudiantes,20,ORG
Universidad de Mayores,20,ORG
Ingeniería Industrial,19,ORG
TFG,17,ORG
Tecnologías Industriales,16,ORG
Información,16,ORG
Navantia,15,ORG
FEDER,15,ORG
Ingeniería Eléctrica,14,ORG
Noche Europea de los Investigadores,14,ORG
EINDOC,14,ORG
FECYT,14,ORG
TFE,14,ORG
ESA,13,ORG
UE,13,ORG
Instituto de Fomento de la Región de Murcia,13,ORG
Congreso,12,ORG
Agencia Espacial Europea,12,ORG
EBAU,12,ORG
I+D,11,ORG
CEBAS-CSIC,11,ORG
Academia General del Aire,11,ORG
ADE,10,ORG
Universidad Politécnica,10,ORG
EIT,10,ORG
RSC,10,ORG
Escuela Internacional de Doctorado,10,ORG
UPCT Makers,10,ORG
I+D+i,10,ORG
Red de Cátedras UPCT,9,ORG
Infraestructuras,9,ORG
UNICAS,9,ORG
COEC,9,ORG
NASA,9,ORG
Banco Santander,9,ORG
Realidad Virtual,8,ORG
Armada,8,ORG
ECTS,8,ORG
Héroes de Cavite,8,ORG
Imagen,8,ORG
PAS,8,ORG
Fuerzas Armadas,7,ORG
Universidad española,7,ORG
Desarrollo Agrario,7,ORG
CEEIC,7,ORG
AJICT,7,ORG
AECC,7,ORG
CARM,7,ORG
Unidad de Igualdad de la UPCT,7,ORG
Tecnologías Biomédicas,7,ORG
Comunidad Autónoma de la Región de Murcia,7,ORG
UPCT Racing Team,6,ORG
Trabajos Fin de Estudios,6,ORG
Red Natura 2000,6,ORG
Ulm University,6,ORG
Organización Industrial,6,ORG
Riga Technical University,6,ORG
Civil,6,ORG
Formación Profesional,6,ORG
Servicio de Diseño Industrial,6,ORG
Agencia de Ciencia,6,ORG
Asamblea Regional de Murcia,6,ORG
Será,6,ORG
COFIDES,6,ORG
Cyprus University of Technology,6,ORG
Agencia Estatal de Investigación,6,ORG
Universidad Europea,6,ORG
INE,6,ORG
Allview,5,ORG
Técnicas Avanzadas,5,ORG
CUD,5,ORG
Presidencia,5,ORG
KIT,5,ORG
Escuela de Ingeniería de Telecomunicación,5,ORG
IAC,5,ORG
Día de Europa,5,ORG
SAIT,5,ORG
UCI,5,ORG
Instituto de Astrofísica de Canarias,5,ORG
Consejo de Estudiantes,5,ORG
Transición Ecológica,5,ORG
EIT Climate-KIC,5,ORG
Servicio Integral de Prácticas,5,ORG
Red de Cátedras,5,ORG
Academia de Ciencias de la Región de Murcia,5,ORG
UPC,5,ORG
UMH,5,ORG
Fondo Europeo de Desarrollo Regional,5,ORG
INDIe,5,ORG
Congreso de Ingeniería Biomédica,5,ORG
ETSINO,4,ORG
Colegio de Arquitectos,4,ORG
Movimiento contra la Intolerancia,4,ORG
Naciones Unidas,4,ORG
Arsenal,4,ORG
Congreso de Jóvenes Investigadores,4,ORG
Club,4,ORG
Real Sociedad Económica de Amigos del País,4,ORG
Google,4,ORG
UNED,4,ORG
Grados,4,ORG
Economía Circular,4,ORG
SIMIP,4,ORG
Representantes,4,ORG
Bértalos,4,ORG
Aula Virtual,4,ORG
AECA,4,ORG
NEB,4,ORG
La Comisión Europea,4,ORG
ERC,4,ORG
Fundación CYD,4,ORG
Formación,4,ORG
Real Club de Regatas,4,ORG
FPI,4,ORG
Técnicas Reunidas,4,ORG
Consejo Social,4,ORG
Greenpower Región de Murcia,4,ORG
IEEE,4,ORG
PP,4,ORG
Consejo de Administración,4,ORG
TAIDA,4,ORG
Cano,4,ORG
Electrónica Industrial,4,ORG
Universidad de A Coruña,3,ORG
Servicio de Apoyo,3,ORG
Servicio de Prevención,3,ORG
MITI,3,ORG
CTN,3,ORG
Salud,3,ORG
Colegio de Ingenieros Industriales,3,ORG
UMAY,3,ORG
AGA,3,ORG
Technological University Dublin,3,ORG
Centro de Estudios Financieros,3,ORG
Consejo Social de la UPCT,3,ORG
Architectural Heritage Intervention,3,ORG
CRUE,3,ORG
PIM,3,ORG
Instituto de Fomento,3,ORG
CEA,3,ORG
Banca Institucional,3,ORG
Cruz Roja,3,ORG
Climathon,3,ORG
ONU,3,ORG
Escuela de Ingeniería Naval,3,ORG
Bahk Sahnghoon,3,ORG
Doctorado Industrial,3,ORG
Cultura Emprendedora,3,ORG
CIM,3,ORG
ANECA,3,ORG
Canadá,3,ORG
EUPLA,3,ORG
ADIF,3,ORG
Federación de Atletismo de la Región de Murcia,3,ORG
CLIMCOVER,3,ORG
Water Alliance,3,ORG
PB1,3,ORG
Olimpiada de Ciencias de la Empresa,3,ORG
Técnicas de Ayuda a la Decisión,3,ORG
ILBOC,3,ORG
International Staff Week,3,ORG
Servicio de Relaciones Internacionales,3,ORG
Miembros,3,ORG
OEPM,3,ORG
Universidad Rey Juan Carlos de Madrid,3,ORG
Colegio Oficial de Ingenieros de Telecomunicación,3,ORG
Agencia Marítima Blázquez,3,ORG
IMIB,3,ORG
Instituto de Turismo de la Región de Murcia,3,ORG
IE School of Architecture,3,ORG
Club Náutico,3,ORG
NTT,3,ORG
ASEAM,3,ORG
UPCT’,3,ORG
Mancomunidad de los Canales del Taibilla,3,ORG
Concurso Ibérico de Sistemas Pladur,3,ORG
Cátedra Isaac Peral de Navantia,3,ORG
SMS,3,ORG
Microsoft,3,ORG
Colegio San Agustín,3,ORG
Ciencia Abierta,3,ORG
Real,3,ORG
MITMA,3,ORG
CRAI Biblioteca,3,ORG
Ingenieros Industriales,3,ORG
Ingenieros Técnicos Industriales,3,ORG
Geofísica Aplicada Somera,3,ORG
Cuerpo Nacional de Policía,3,ORG
Green Deal,3,ORG
Cartagena Oceanographic Research Institute,3,ORG
Design Against War,3,ORG
Ilustre Cofradía,3,ORG
IBV,3,ORG
Instituto de Turismo,3,ORG
Servicio de Idiomas,3,ORG
ONCE,3,ORG
IEEC,3,ORG
CODIGAT,3,ORG
AMEP,3,ORG
Colegio Oficial de Ingenieros Técnicos de Telecomunicación,3,ORG
Ganpat University,3,ORG
Patil College of Engineering & Technology,3,ORG
SEPOR,3,ORG
Premio,2,ORG
Colegio de Economistas de la Región de Murcia,2,ORG
Fundación BBVA,2,ORG
LIFE_BauhausingEurope,2,ORG
Crusol,2,ORG
SEDIC,2,ORG
CEBAS,2,ORG
ISCA,2,ORG
Best Bodywork,2,ORG
Politécnico,2,ORG
Universidad de Las Palmas de Gran Canaria,2,ORG
TVE,2,ORG
CIFP Politécnico,2,ORG
Centro de Formación,2,ORG
Biodiversidad,2,ORG
“Durante,2,ORG
Biomecánica,2,ORG
Procesamiento de Bioseñales,2,ORG
CORE Community of Resolvers,2,ORG
PE,2,ORG
Redes Internacionales y Desarrollo Global,2,ORG
Martina Marin-Dobrincic,2,ORG
Procomel,2,ORG
SL,2,ORG
Journal of Hazardous Materials,2,ORG
Agencia Nacional de Evaluación,2,ORG
Cisco,2,ORG
Pañol de la Comisión Naval de Regatas,2,ORG
Instituto Europeo de Innovación,2,ORG
demás,2,ORG
Universidad Católica de Murcia,2,ORG
Colegio Oficial de Ingenieros Técnicos Agrícolas,2,ORG
ARCO Madrid 2021,2,ORG
“El Proyecto,2,ORG
‘Noche Europea de los Investigadores’ de la Unión Europea,2,ORG
Emprendimiento UPCT,2,ORG
Departamento de Crecimiento Empresarial del INFO Región de Murcia,2,ORG
Congreso Iberoamericano de Hidrógeno y Pilas de Combustible,2,ORG
IFMBE,2,ORG
Studio Animal,2,ORG
Servicio Español para la Internacionalización de la Educación,2,ORG
Mecánicas Bolea S.A.,2,ORG
Encouraging young farmers to,2,ORG
MCIN,2,ORG
Plataforma Nacional De Ciudades Cities 2030,2,ORG
Saber”,2,ORG
Teams,2,ORG
Olimpiada de Ingeniería Industrial de la Región de Murcia,2,ORG
Misión Europea de Ciudades,2,ORG
Instituto de Física de Altas Energías,2,ORG
ICE-CSIC,2,ORG
Instituto de Ciencias del Espacio,2,ORG
Colegio,2,ORG
Encuentro SER,2,ORG
Instituto de Estudios Espaciales de Cataluña,2,ORG
Instituto de Mayores y Servicios Sociales,2,ORG
Comisión Sectorial de la Conferencia de Rectores de las Universidades Españolas,2,ORG
Fan Futura Fest,2,ORG
Colegio de Ingenieros Técnicos Industriales,2,ORG
DATA,2,ORG
Día Internacional del Mediterráneo,2,ORG
SIIU,2,ORG
SDG Group,2,ORG
Ciclo de Actividades de Teleco,2,ORG
Universidad de Alcalá,2,ORG
OPP,2,ORG
Odyn.ai,2,ORG
PROCABO,2,ORG
Sociedad Española de Ingeniería Biomédica,2,ORG
Real Academia de Medicina,2,ORG
Real Academia Alfonso X el Sabio,2,ORG
Colegio de Fomento Monteagudo,2,ORG
Día Marítimo Europeo,2,ORG
EMD,2,ORG
Federación Española de Empresas de Tecnología Sanitaria,2,ORG
Consejería de Salud,2,ORG
ITS,2,ORG
Servicio de Prevención de la UPCT,2,ORG
Día Mundial del Sida,2,ORG
UFV,2,ORG
telón,2,ORG
Instituto de Biotecnología Vegetal,2,ORG
Women Association of Rural Larnaka,2,ORG
DEC,2,ORG
IAXO,2,ORG
CTAC,2,ORG
Cátedra Cajamar,2,ORG
JIA,2,ORG
Universidad.,2,ORG
II Olimpiada Nacional de Ingenierías Industriales,2,ORG
Escuela de Infantería de Marina,2,ORG
OTA,2,ORG
Academia de las Ciencias,2,ORG
Unión Europea NextGenerationEU,2,ORG
CEHOPU-CEDEX,2,ORG
Centro de Estudios Históricos de Obras Públicas y Urbanismo,2,ORG
Red Nacional en Inteligencia Artificial,2,ORG
Instituto Valenciano de Investigaciones Económicas,2,ORG
Aplicaciones,2,ORG
UNESCO,2,ORG
Real Aeroclub de España,2,ORG
AEPAL,2,ORG
AEDH,2,ORG
Santiago Oviedo Casado,2,ORG
Día Internacional del Patrimonio Mundial,2,ORG
Día Internacional de la Eliminación de la Violencia,2,ORG
ADDIM,2,ORG
Instituto Médico Legal,2,ORG
Colegio Oficial de Detectives Privados,2,ORG
CCA,2,ORG
Servicio de Criminalística de la Guardia Civil,2,ORG
Servicio de Comunicación,2,ORG
Servicio de Vigilancia Aduanera,2,ORG
SKAO,2,ORG
Día Internacional,2,ORG
Inforges,2,ORG
Consejo Europeo de Investigación,2,ORG
Fundación Renovables,2,ORG
Naval,2,ORG
Universidad Autónoma de Madrid,2,ORG
CORI,2,ORG
AZUD,2,ORG
Aquatec,2,ORG
Oficina de Emprendedores,2,ORG
UPCT David Sánchez,2,ORG
Santander Work Café,2,ORG
AAL,2,ORG
NAVANTIA,2,ORG
STYX,2,ORG
Estudiantes de la Politécnica,2,ORG
UPCT Drone Team,2,ORG
Frente,2,ORG
ALSA,2,ORG
Banco Central,2,ORG
UCAM,2,ORG
Estación Experimental Agroalimentaria Tomás Ferro,2,ORG
Bienal Española de Arquitectura y Urbanismo,2,ORG
Olimpiada de Ingeniería de Caminos,2,ORG
Itinerarios Docentes Agroalimentarios,2,ORG
IES Bahía,2,ORG
Ángeles Custodios,2,ORG
Orden del Mérito Policial,2,ORG
Infraestructuras de la,2,ORG
Research.com,2,ORG
Armada Española,2,ORG
inteligentes”,2,ORG
IT,2,ORG
Eléctrica,2,ORG
empleabilidad’,2,ORG
Escuela de Industriales de la Politécnica,2,ORG
Suardíaz,2,ORG
FREMM,2,ORG
Ingenio’,2,ORG
Karlsruhe Institute of Technology,2,ORG
SABIC,2,ORG
Otras actividades Los integrantes,2,ORG
Transport Logistic,2,ORG
Universidad”,2,ORG
Servicio de Atención,2,ORG
materiales”,2,ORG
FIFA,2,ORG
‘Contenidos,2,ORG
Apple,2,ORG
Sureste Incoming,2,ORG
Materiales Avanzados para la Producción,2,ORG
EPA,2,ORG
Royal Caribbean,2,ORG
Holland America Line,2,ORG
Fuertes,2,ORG
International Cruise Summit,2,ORG
PAC,2,ORG
TankBank,2,ORG
Sara”,2,ORG
Global Electric,2,ORG
Mediterráneo Occidental,2,ORG
Asociación Española,2,ORG
Partido Popular,2,ORG
Z-gas Universidad Politécnica de,2,ORG
Terminal Logística de Cartagena,2,ORG
Salón de Actos,2,ORG
Incendios de la Región de Murcia,2,ORG
“la Unión Europea,2,ORG
Guardia Civil,2,ORG
Instituto Astrofísico de Canarias,2,ORG
“Gracias,2,ORG
Plan Marítimo Nacional,2,ORG
AMC Grupo Alimentación,2,ORG
Universidad de Almería,2,ORG
Servicio Murciano de Salud,2,ORG
información,2,ORG
Vigilancia de la Calidad,2,ORG
Olimpiada Nacional de Ingenierías Industriales,2,ORG
Red Transeuropea de Transporte,2,ORG
Red Panhispánica,2,ORG
RAE,2,ORG
Gas Natural,2,ORG
Thermal,2,ORG
Estudiantes de la,2,ORG
Cruises News Media Group,2,ORG
CUP,2,ORG
Real Club de Regatas de Cartagena,2,ORG
Short Sea Shipping,2,ORG
Club Runtritón,2,ORG
TFT,2,ORG
CROEM,2,ORG
Iglesia,2,ORG
Club de Regatas,2,ORG
Parlamento Europeo,2,ORG
Navegación,2,ORG
FCC,2,ORG
Universia,2,ORG
TPV,2,ORG
FAMU,2,ORG
RTVE,2,ORG
Comedor,2,ORG
Ref,2,ORG
Rectorado de la UPCT,2,ORG
Día Internacional de los Asteroides,2,ORG
Grupos,2,ORG
El Workshop,2,ORG
‘Universidades Europeas’,2,ORG
Servicio de Prevención de Riesgos Laborales,2,ORG
MVC,2,ORG
Colegio Oficial de Arquitectos de la Región de Murcia,2,ORG
Seguridad Internacional,2,ORG
LOSU,2,ORG
Consejo de Europa,2,ORG
Día Europeo de las Víctimas de los Crímenes del Odio,2,ORG
Terrapilar S.A.,1,ORG
Ivan Franko National University of Lviv,1,ORG
EIDUM,1,ORG
Escuela Internacional de Doctorado de la UM,1,ORG
Sello Internacional de Calidad EUR-ACE,1,ORG
Compagina,1,ORG
IES Sanje de Alcantarilla,1,ORG
Foro de Empleo”,1,ORG
UPCT-,1,ORG
Movimiento Europeo Región de Murcia,1,ORG
Consejo de Gobierno de la Universidad,1,ORG
Escuela Internacional de Doctorado de la UPCT,1,ORG
Olimpiada de la EICM,1,ORG
Artem,1,ORG
Consejo de Dirección,1,ORG
Real Academia Española,1,ORG
Real Academia de Española,1,ORG
Red Panhispánica de Lenguaje Claro,1,ORG
Agencia,1,ORG
Día Mundial del Refugiado,1,ORG
Once,1,ORG
Universidad McMaster de Canadá,1,ORG
Creatividad Emprendedora,1,ORG
San Félix Cartagena,1,ORG
Consejo de Estudios de Doctorado de la Asociación de Universidades Europeas,1,ORG
Marcas,1,ORG
Oficina Española de Patentes,1,ORG
Agencia Nacional de Evaluación de la Calidad de la Acreditación,1,ORG
Estación Agronómica Experimental Tomás Ferro,1,ORG
DINTEL,1,ORG
División de Innovación,1,ORG
Agencia Internacional de la Energía,1,ORG
AIE,1,ORG
Instituto Nacional de Ciencias Aplicadas de Rennes,1,ORG
Conferencia Europea de Antenas y Propagación,1,ORG
UPCT María García Vigueras la Cátedra de Innovación Junior,1,ORG
Instituto Universitario de Francia,1,ORG
Unidad 53 de Medicina Interna del Hospital Santa Lucía,1,ORG
Equipo Rectoral,1,ORG
SmartCast,1,ORG
NBC2023,1,ORG
CCOO,1,ORG
UGT,1,ORG
CONSEJO SOCIAL DE,1,ORG
AR,1,ORG
Asamblea General de ONU,1,ORG
II Edición de los Premios,1,ORG
Real Academia de Doctores de España,1,ORG
Marea Roja de la Investigación,1,ORG
FPA2016-76978-C3-2-P,1,ORG
R?gas Tehnisk,1,ORG
International Axion Observatory,1,ORG
CERN Axion Solar Telescope,1,ORG
CAST,1,ORG
European University  of Technology,1,ORG
Crecimiento Azul,1,ORG
Universidad de Tecnología de Queensland,1,ORG
LOMLOE,1,ORG
Universidad de Malmö,1,ORG
Cuatro,1,ORG
Dispositivos,1,ORG
ESIC Catalunya,1,ORG
Secretaria General,1,ORG
Día Mundial de la Desertificación,1,ORG
Titularidad Compartida,1,ORG
SII,1,ORG
Fan Futura Fest de San Javier,1,ORG
Encuesta de Población Activa,1,ORG
Pañol.,1,ORG
María Cabanes Piñero,1,ORG
Club Financiero Génova,1,ORG
Valeria Hernández,1,ORG
Investigación en Desarrollo,1,ORG
universidad mexicana está,1,ORG
Madera de la Región de Murcia,1,ORG
Universidad de estudiantes,1,ORG
Diseño Industrial y Desarrollo del Producto,1,ORG
Unidad de,1,ORG
Nicolás Madrid,1,ORG
UPCT María Eugenia Sánchez Vidal,1,ORG
Grupo de Ciencia,1,ORG
Universidad Autónoma de Aguascalientes,1,ORG
UPCT Sergio Amat,1,ORG
Universidad de Fèz,1,ORG
Marco Europeo para la Competencia Digital de los Educadores,1,ORG
HNEE,1,ORG
Eberswalde University for Sustainable Development,1,ORG
HDH,1,ORG
ref,1,ORG
FMC Corporation,1,ORG
Inteligencia Ambiental,1,ORG
Departamento de Automática,1,ORG
Cátedra Isaac Peral de,1,ORG
AmI,1,ORG
Engineering Society,1,ORG
Unesco,1,ORG
Día Internacional de la Mujer en la Ingeniería,1,ORG
Comité Europeo de Normalización,1,ORG
otras”.,1,ORG
Investigación”.,1,ORG
Universidad de Londres,1,ORG
UTECO,1,ORG
confianza’,1,ORG
Estudiantes de Doctorado de la UPCT,1,ORG
UPCT Joaquín Zueco,1,ORG
ThermoPsychro,1,ORG
Ransomware as a Service,1,ORG
Movimiento Moderno,1,ORG
“según,1,ORG
Ingeniería Eléctrica Título,1,ORG
CIENCIAS,1,ORG
CEBAS-CSIS,1,ORG
COCIN-CARTAGENA,1,ORG
BRICS,1,ORG
Escuela de Industriales de la,1,ORG
Eléctronica Industrial,1,ORG
Red de Cátedras de la Politécnica,1,ORG
CAMINOS,1,ORG
Urban Stormwater Green Infraestructures,1,ORG
AGRÓNOMOS Ingeniería Agroalimentaria,1,ORG
Club Santiago,1,ORG
universidad holandesa HMC,1,ORG
Osmangazi,1,ORG
Instituto Andaluz de Investigación,1,ORG
Agencia Estatal Del Consejo Superior De Investigaciones Científicas,1,ORG
IATA,1,ORG
TenayaFoods,1,ORG
CITA,1,ORG
IRTA,1,ORG
plantación,1,ORG
SOPIN,1,ORG
Servicio de Orientación Profesional de Ingenieros Navales,1,ORG
SMC,1,ORG
Pañol del Arsenal,1,ORG
IES Sanje,1,ORG
Aplicaciones Forestales,1,ORG
Universidad de Mayores de Cartagena,1,ORG
ONCE Cartagena,1,ORG
Asociación de Ingenieros Navales,1,ORG
Consejo de Política Científica,1,ORG
Universidad de Extremadura,1,ORG
Universidad de Castilla- La Mancha,1,ORG
Universidad de Columbia,1,ORG
Universitat Pompeu Fabra,1,ORG
Academia General del Aire de San Javier,1,ORG
‘Taller de Diseño’,1,ORG
Untouchable,1,ORG
ETSAE-UPCT,1,ORG
Mención Internacional,1,ORG
Investigación de la Región de Murcia,1,ORG
Doctorado TAIDA,1,ORG
Sobre TAIDA,1,ORG
‘Los Insanos’,1,ORG
Yale University USA,1,ORG
University of Belfast,1,ORG
ICIQ,1,ORG
Grupos de Química Sostenible,1,ORG
Este Workshop,1,ORG
La International Week,1,ORG
EUt+.,1,ORG
Noche Europea de los Investigadores de la Unión Europea,1,ORG
Asamblea Regional de Murcia.,1,ORG
Unidad de Igualdad de la,1,ORG
Prototipado,1,ORG
Olimpiada de Ingeniería,1,ORG
Les Cobusiers,1,ORG
OPE,1,ORG
Universidad Europea de la UPCT,1,ORG
Universidad Politécnica de  Cartagena,1,ORG
Escuela Embajadora del Parlamento Europeo,1,ORG
Europe Direct Región de Murcia,1,ORG
Movimiento Europeo,1,ORG
Consejo Autonómico,1,ORG
Año Europeo de las Capacidades,1,ORG
IES Sanje  de,1,ORG
Economía Azul,1,ORG
Asamblea Regional,1,ORG
Centro Europeo de Empresas e Innovación,1,ORG
Startup,1,ORG
Mención Industrial,1,ORG
Estudiantes de Secundaria,1,ORG
CEPOC,1,ORG
Fundación Biodiversidad del Ministerio,1,ORG
The 'Startup meeting and demoday' event of the Inno-Eut+ project,1,ORG
an initiative aimed at universities of the European Institute of Innovation and Technology,1,ORG
the subject and it served,1,ORG
PRTR,1,ORG
AIMSUN,1,ORG
PMUS,1,ORG
Movility,1,ORG
Ingeniería Industrial El,1,ORG
Economía Circular de la UPCT,1,ORG
Congreso Internacional de Turismo Religioso y,1,ORG
CYTED,1,ORG
Catedra de RSC,1,ORG
Universidad de California,1,ORG
Grupo en Postrecolección,1,ORG
Texas Agriculture & Life Science University,1,ORG
Plant Science and Agronomy,1,ORG
Raúl Zorzona Belmonte,1,ORG
Realizaron para el Vicerrectorado de Campus y Sostenibilidad,1,ORG
Desarrollo Tecnológico Industrial,1,ORG
OpenAlex,1,ORG
European Institute of Innovation and Technology,1,ORG
La Sociedad Española de Ingeniería Biomédica,1,ORG
Clantech,1,ORG
Instituto de Catálisis,1,ORG
Centro de Referencia Nacional de Ganadería de Lorca,1,ORG
Centro de Referencia Nacional,1,ORG
GPT,1,ORG
Programadores Culturales de la ETSAE,1,ORG
Martos,1,ORG
UCT,1,ORG
Unidad de Coordinación,1,ORG
Bureau Veritas Certification,1,ORG
ISO,1,ORG
Servicio de Medicina Intensiva,1,ORG
Marvel,1,ORG
Investigadores de la Politécnica,1,ORG
Escuela de Doctorado de la UPCT,1,ORG
Salud Pública,1,ORG
Red Temática de Micro,1,ORG
Water Research,1,ORG
SinContaminaciónPorPlásticos Investigadores,1,ORG
Estación Naval de la Algameca,1,ORG
ACLES,1,ORG
CEFR,1,ORG
Ingeniería Industrial + Organización Industrial,1,ORG
Ingeniería Industrial + Energías Renovables,1,ORG
Ingeniería Industrial + Ingeniería Ambiental,1,ORG
Instituto Politécnico de Setúbal,1,ORG
CICE,1,ORG
UPCTy,1,ORG
Public Health and Wellbeing,1,ORG
Radio Nacional de España,1,ORG
TAG,1,ORG
Escuela Coral Sauces,1,ORG
UTT,1,ORG
Technical University Cluj Napoca,1,ORG
TUCN,1,ORG
Psicología,1,ORG
Universidad de Wageningen,1,ORG
Centro Internacional de Investigación,1,ORG
RS,1,ORG
UPM,1,ORG
Universidad de Bari,1,ORG
Escuela de Ingeniería Agronómica Juan Fernández,1,ORG
PLA,1,ORG
Día Mundial del Medio Ambiente 2023,1,ORG
Technical University of Sofia,1,ORG
Congreso Internacional de Ingeniería Naval,1,ORG
Servicio CRAI Biblioteca de la UPCT,1,ORG
CRAI,1,ORG
ingeniería’,1,ORG
Industria Marítima,1,ORG
Centre Internacional de Mètodes Numèrics,1,ORG
University of Illinois Urbana-Champaign,1,ORG
Tecnologías Accesibles de Indra,1,ORG
Universidad Rey Juan Carlos,1,ORG
Tecnologías Accesibles,1,ORG
Procesamiento Emocional,1,ORG
Universidad de Planeta Formación,1,ORG
UNIE,1,ORG
Factores,1,ORG
SUE,1,ORG
Universidad Española”,1,ORG
CRUE Universidades Españolas,1,ORG
Universidade da Coruña,1,ORG
Universidad de Castilla-La Mancha,1,ORG
MIMO,1,ORG
Panasonic,1,ORG
Samsung,1,ORG
Colegio Oficial de Ingenieros Técnicos Industriales de la Región de Murcia,1,ORG
Universidad Nacional a Distancia,1,ORG
Universidad para estudiantes,1,ORG
Coordinación,1,ORG
17 Objetivos de Desarrollo Sostenible,1,ORG
Penados,1,ORG
Centros,1,ORG
Unidad de Voluntariado,1,ORG
El Tribunal,1,ORG
Green HyCell,1,ORG
The Grefg,1,ORG
Congreso Internacional “Educación,1,ORG
