spanish,english,sdgs
"Cabe destacar el elevado nÃºmero de proyectos complementarios que, derivados de la colaboraciÃ³n entre las universidades de la alianza, han obtenido financiaciÃ³n en diversas convocatorias de la UE principalmente del Programa Erasmus+ (Alliances for Innovation, Cooperation Partnerships) y de los distintos pilares de Horizonte Europa (Marie-Curie Actions - COFUND, Staff Exchanges), asÃ­ como del European Innovation Council "," It is worth noting the high number of complementary projects that, stemming from the collaboration between the alliance universities, have secured funding in various EU calls mainly from the Erasmus+ Program (Alliances for Innovation, Cooperation Partnerships) and the different pillars of Horizon Europe (Marie-Curie Actions - COFUND, Staff Exchanges), as well as the European Innovation Council ","SDG4,SDG9"
"En resumen, 49 proyectos solicitados y 11 en preparaciÃ³n, con una tasa de Ã©xito del 60% si sÃ³lo consideramos los 33 proyectos que ya han obtenido respuesta a dÃ­a de hoy "," In summary, 49 projects requested and 11 in preparation, with a success rate of 60% if we only consider the 33 projects that have already received a response to date ",Nospecificgoal
"Asimismo, y dentro de la reciente convocatoria Twinning al amparo del pilar horizontal WIDERA (Widening European Research Area) de Horizonte Europa, se han presentado 6 propuestas con consorcios que incluyen partners EUt+, por un importe total de mÃ¡s de 7,5 MMÂ, de los que 1,2 MM Â se asignarÃ­an a la UPCT "," Similarly, within the recent Twinning call under the WIDERA horizontal pillar (Widening European Research Area) of Horizon Europe, 6 proposals have been submitted with consortia including EUt+ partners, totaling more than 7.5 million euros, of which 1.2 million euros would be allocated to the UPCT ","SDG9,SDG17"
TambiÃ©n ha sido muy reseÃ±able el incremento en el nÃºmero de estudiantes que han optado por realizar estancias siguiendo los mapas de movilidad diseÃ±ados por las universidades en las Ã¡reas temÃ¡ticas que son comunes , Also noteworthy is the increase in the number of students choosing to undertake stays following mobility maps designed by universities in common thematic areas ,"SDG4,SDG9"
La comparaciÃ³n de los datos de estudiantes que cursaron asignaturas en paÃ­ses de la alianza distintos del suyo de origen en el segundo cuatrimestre del curso 22/23 prÃ¡cticamente triplicaron los del mismo periodo del curso 20/21 , The comparison of data of students who took courses in alliance countries different from their country of origin in the second semester of the 22/23 academic year nearly tripled those of the same period in the 20/21 academic year ,"SDG4,SDG9"
"Uno de los elementos vertebradores de esta alianza, cuyo proyecto EUt+ Accelerate se pondrÃ¡ en marcha en noviembre de 2023 con un presupuesto base de 14.4 MMÂ, es la inclusiÃ³n de temÃ¡ticas sobre igualdad, diversidad, inclusiÃ³n, multiculturalidad y multilingÃ¼ismo "," One of the pivotal elements of this alliance, whose EUt+ Accelerate project will kick off in November 2023 with a base budget of 14.4 million euros, is the inclusion of themes on equality, diversity, inclusion, multiculturalism, and multilingualism ","SDG5,SDG10"
"El Secretario General de la alianza, TimothÃ©e Toury, ha seÃ±alado que ÂÂ a partir de las conclusiones de estos dÃ­as no sÃ³lo se facilitarÃ¡ la elaboraciÃ³n de los documentos de justificaciÃ³n de la primera fase del proyecto, sino que tambiÃ©n ayudarÃ¡ a la elaboraciÃ³n de la hoja de ruta para las actividades de la segunda faseÂÂ "," The Secretary General of the alliance, TimothÃ©e Toury, noted that ""Â based on the conclusions of these days, not only will it facilitate the preparation of the justification documents for the first phase of the project, but it will also help in shaping the roadmap for the activities of the second phase Â"" ",Nospecificgoal
"La semana concluyÃ³ con la reuniÃ³n de rectores presidida por la rectora de la UPCT Beatriz Miguel, y se completÃ³ con un encuentro con diversos representantes de empresas multinacionales, el cÃ³nsul honorario de Letonia, Alberto Gallego, y el embajador de Corea, Bahk Sahnghoon, con el fin de proyectar hacia el exterior los objetivos de la alianza y tender nuevos puentes de colaboraciÃ³n con agentes socioeconÃ³micos "," The week concluded with a meeting of rectors chaired by the UPCT rector Beatriz Miguel, and was followed by a meeting with representatives from various multinational companies, the honorary consul of Latvia, Alberto Gallego, and the ambassador of Korea, Bahk Sahnghoon, aiming to project the alliance's objectives externally and build new bridges of collaboration with socio-economic agents ",Nospecificgoal
"El embajador de la RepÃºblica de Corea en el Reino de EspaÃ±a, Bahk Sahnghoon, ha mantenido este viernes una reuniÃ³n de trabajo en Rectorado con la rectora de la UPCT, Beatriz Miguel, y el vicerrector de InternacionalizaciÃ³n y Universidad Europea, Rafael Toledo. "," The Ambassador of the Republic of Korea in the Kingdom of Spain, Bahk Sahnghoon, held a working meeting at the Rectorate on Friday with the rector of UPCT, Beatriz Miguel, and the Vice-Rector for Internationalization and European University, Rafael Toledo. ","SDG4:QualityEducation,SDG16:Peace,Justice,andStrongInstitutions"
Bahk Sahnghoon ha firmado en el libro de honor de la Universidad PolitÃ©cnica de Cartagena. , Bahk Sahnghoon has signed the guest book of the Polytechnic University of Cartagena. ,"SDG4:QualityEducation,SDG16:Peace,Justice,andStrongInstitutions"
"Cada una de las personas que se registre como donante de mÃ©dula Ã³sea el prÃ³ximo jueves en el Campus Muralla del Mar tendrÃ¡ tres entradas para asistir gratis al concierto de Maldita Nerea, Daniel Sabater y El SÃ³tano del Doctor, que tendrÃ¡ lugar ese mismo dÃ­a, a las 20:00 horas, en la Plaza de Toros de Murcia.","Each person who registers as a bone marrow donor next Thursday at the Campus Muralla del Mar will receive three free tickets to attend the concert of Maldita Nerea, Daniel Sabater, and El SÃ³tano del Doctor, which will take place on the same day at 8:00 pm at the Plaza de Toros de Murcia.",3
"El registro de donante se puede realizar de 9:30 a 14:00 horas en el aula PB2 de la ETSII (Escuela TÃ©cnica Superior de IngenierÃ­a Industrial), en el Campus de la Muralla del Mar, donde se realizarÃ¡n las extracciones.","The donor registration can be done from 9:30 to 14:00 in classroom PB2 of ETSII (Higher Technical School of Industrial Engineering) at the Campus Muralla del Mar, where the extractions will take place.",3
"Esta iniciativa forma parte de la campaÃ±a Â«Match TourÂ», en la que un autobÃºs recorre 17 ciudades espaÃ±olas durante 45 dÃ­as a fin de potenciar la inscripciÃ³n de nuevos donantes de entre 18 y 40 aÃ±os y alcanzar los 500,000 donantes, objetivo del Plan Nacional de MÃ©dula Ãsea.","This initiative is part of the ""Match Tour"" campaign, in which a bus travels to 17 Spanish cities for 45 days to promote the registration of new donors aged between 18 and 40 and achieve the goal of 500,000 donors, set by the National Bone Marrow Plan.",3
"AdemÃ¡s, la organizaciÃ³n le ofrecerÃ¡ un tentempiÃ© a los donantes y les ofrecerÃ¡ un paquete de descuentos en servicios de la clÃ­nica Practiser, de Cartagena.","In addition, the organization will provide a snack to the donors and offer them a package of discounts on services at the Practiser clinic in Cartagena.","1,3"
"Por otro lado, el speaker Gaspar Zamora estarÃ¡ en el Campus Muralla del Mar durante la jornada de donaciÃ³n.","On the other hand, the speaker Gaspar Zamora will be at the Campus Muralla del Mar during the donation day.",3
El proyecto europeo SUCCESS (Solutions for Unified Communication Competences for Engineering Students and Specialists) selecciona a cinco estudiantes de IngenierÃ­a de la Universidad PolitÃ©cnica de Cartagena (UPCT) , The European project SUCCESS (Solutions for Unified Communication Competences for Engineering Students and Specialists) selects five Engineering students from the Polytechnic University of Cartagena (UPCT) ,
"4, 8  ",,
"para participar en la cuarta actividad de formaciÃ³n del proyecto, que tendrÃ¡ lugar en la Universidad TecnolÃ³gica de Riga (Letonia) del 6 al 10 de noviembre de 2023 "," to participate in the fourth training activity of the project, which will take place at the Riga Technical University (Latvia) from November 6 to 10, 2023 ",
"4, 9  ",,
"Las solicitudes se pueden presentar hasta el prÃ³ximo jueves, 5 de octubre a travÃ©s del formulario habilitado por el equipo del proyecto "," Applications can be submitted until next Thursday, October 5th through the form enabled by the project team ",
4  ,,
SUCCESS financia a los 5 seleccionados de la UPCT y a cinco estudiantes cada una de las universidades participantes , SUCCESS finances the 5 selected from the UPCT and five students from each of the participating universities ,
"4, 8  ",,
"En este Comunication Lab o Virtual Simulation Environment, se crearÃ¡ una plataforma para testar y desarrollar las habilidades blandas de los estudiantes de ingenierÃ­a en inglÃ©s "," In this Communication Lab or Virtual Simulation Environment, a platform will be created to test and develop the soft skills of engineering students in English ",
"4, 8  ",,
"En este proyecto, diseÃ±ado en el seno de la European University of Technology (EUt+), participan alumnos de IngenierÃ­a de Francia, Alemania, Letonia y EspaÃ±a "," In this project, designed within the European University of Technology (EUt+), Engineering students from France, Germany, Latvia, and Spain participate ",
"4, 8  ",,
"Los futuros ingenieros estÃ¡n recibiendo formaciÃ³n en los cuatro paÃ­ses entre 2022 y 2024 para mejorar sus soft skills -las denominadas habilidades blandas-, y mejorar el nivel de inglÃ©s, explica Camino Rea, profesora del Ã¡rea de FilologÃ­a Inglesa de la Universidad PolitÃ©cnica de Cartagena e investigadora principal del proyecto en la UPCT "," The future engineers are receiving training in the four countries between 2022 and 2024 to improve their soft skills - the so-called soft skills - and improve their level of English, explains Camino Rea, professor in the area of English Philology at the Polytechnic University of Cartagena and principal investigator of the project at the UPCT ",
"4, 8  ",,
"En el proyecto SUCCESS (Referencia: 2021-1-LV01-KA220-HED-000031178, cofinanciado por fondos europeos en el marco del programa Erasmus+) participan los investigadores de la UPCT Natalia Carbajosa Palmero, Antonio JosÃ© Fornet Vivancos, Camino Rea Rizzo y Rafael Toledo Moreo "," In the SUCCESS project (Reference: 2021-1-LV01-KA220-HED-000031178, co-financed by European funds under the Erasmus+ program), the researchers from the UPCT Natalia Carbajosa Palmero, Antonio JosÃ© Fornet Vivancos, Camino Rea Rizzo, and Rafael Toledo Moreo participate ",
"4, 8  ",,
"Los alumnos que deseen obtener mÃ¡s informaciÃ³n pueden contactar con la profesora Camino Rea, a travÃ©s del correo electrÃ³nico: camino.rea@upct.es ", Students who wish to obtain more information can contact Professor Camino Rea via email: camino.rea@upct.es ,
4,,
"La Universidad PolitÃ©cnica de Cartagena estÃ¡ participando como miembro de la alianza EUt+ (European University of Technology) en la conferencia anual de la European Association for International Education ""EAIE"", que se celebra esta semana en Rotterdam, en PaÃ­ses Bajos. "," The Polytechnic University of Cartagena is participating as a member of the EUt+ alliance (European University of Technology) in the annual conference of the European Association for International Education ""EAIE"", which is taking place this week in Rotterdam, Netherlands. ","4,10"
