sentence|translation|sdg
Los estudiantes que pasan por el laboratorio de Explotación de Minas pueden ver esta muestra a través del microscopio y apreciar las estructuras de ferroníquel. | Students passing through the Exploitation of Mines laboratory can see this sample through the microscope and appreciate the iron-nickel structures. |9
Es algo imposible de conseguir un fragmento del planeta tierra debido al tiempo que necesitan los cristales para enfriarse, cuenta Trigueros. |" ""It is impossible to obtain a fragment of the planet Earth due to the time needed for crystals to cool,"" Trigueros explains. "|9
El 30 de junio de 1908 un meteorito impactó en Tunguska, Siberia, derribando árboles en un área de 2.150 km², además de provocar un gran incendio. | On June 30, 1908, a meteorite struck Tunguska, Siberia, felling trees in an area of 2,150 km², as well as causing a large fire. |9
Para conmemorar este suceso, así como alertar a la población del peligro de los meteoritos, la Asamblea General de ONU proclamó el 30 de junio como el Día Internacional de los Asteroides. | To commemorate this event and to alert the population about the danger of meteorites, the UN General Assembly proclaimed June 30 as International Asteroid Day. |9
Este año, los empleados jubilados de la APC han conocido la ciudad de San Javier, donde han visitado el Ayuntamiento de la localidad y han sido recibidos por el Concejal de Turismo, Antonio Martínez, que les ha dado la bienvenida y les ha hecho entrega de un obsequio. | This year, retired employees of the APC have visited the city of San Javier, where they have visited the City Hall and have been received by the Councilor for Tourism, Antonio Martínez, who welcomed them and presented them with a gift.  |8
A continuación, con la colaboración de la oficina de turismo de la ciudad, se ha procedido a la visita del Museo Etnológico y del Museo del Belén. | Subsequently, with the collaboration of the city's tourism office, they proceeded to visit the Ethnological Museum and the Nativity Museum. |8
En el primero se ha hecho un recorrido por todos los aspectos de la historia de San Javier: sociedad, cultura del municipio, utensilios agrícolas, maquetas de las encañizadas y artes de pesca tradicionales, la Academia General del Aire y la Muestra Arqueológica. | In the first one, a tour has been made through all aspects of the history of San Javier: society, culture of the municipality, agricultural tools, models of the reed beds and traditional fishing arts, the General Air Academy, and the Archaeological Exhibition. |4
En el Museo del Belén, los asistentes han podido ver las figuras y escenas del monumental Belén que se instala cada año en la Glorieta. | In the Nativity Museum, the attendees were able to see the figures and scenes of the monumental Nativity that is installed every year in the Roundabout. |4
Santiago de la Ribera ha sido el siguiente destino de los empleados jubilados del Puerto de Cartagena que han disfrutado de un paseo por el Mar Menor en ferry. | Santiago de la Ribera has been the next destination for the retired employees of the Port of Cartagena who enjoyed a boat trip in the Mar Menor. |14
El encuentro ha finalizado con un almuerzo en el Muelle del Club Náutico durante el cual la Autoridad Portuaria de Cartagena ha homenajeado a Ignacio Aparicio, Antonio Gil, Miguel Pérez y Manuel Hernández, empleados de la APC que se han jubilado recientemente. | The meeting ended with a lunch at the Yacht Club Pier during which the Port Authority of Cartagena paid tribute to Ignacio Aparicio, Antonio Gil, Miguel Pérez, and Manuel Hernández, employees of the APC who recently retired. |8
El Presidente de la Autoridad Portuaria de Cartagena, Antonio Sevilla, ha explicado que este acto se lleva haciendo desde hace varios años con la finalidad de reconocer el esfuerzo de los empleados que han dedicado toda su vida laboral al Puerto de Cartagena. | The President of the Port Authority of Cartagena, Antonio Sevilla, explained that this event has been taking place for several years with the purpose of acknowledging the efforts of employees who have dedicated their entire working lives to the Port of Cartagena. |8
Es una satisfacción para la Autoridad Portuaria hacerles este reconocimiento. |" ""It is a satisfaction for the Port Authority to give them this recognition."" "|8
Por su parte, Ignacio Aparicio, el único de los jubilados que pudo asistir al almuerzo, quiso agradecer el trato que le ha otorgado la Autoridad Portuaria tras 41 años de celador guardamuelles. | Ignacio Aparicio, the only one of the retirees who was able to attend the lunch, wanted to thank the treatment given to him by the Port Authority after 41 years as a dock guard. |8
Me llevo un gran recuerdo de esta gran familia, la Autoridad Portuaria me lo ha dado todo. |" ""I carry a great memory of this great family, the Port Authority has given me everything."" "|5
La Autoridad Portuaria de Cartagena, en colaboración con el Ayuntamiento de Cartagena y el C.D. Runtritón, celebró ayer la II Carrera Portuaria que contó con un total de más de 850 corredores. | The Port Authority of Cartagena, in collaboration with the Cartagena City Council and C.D. Runtritón, held yesterday the II Port Race which had a total of over 850 runners. |3
Los fondos recaudados, al igual que el año anterior, van destinados a la Asociación Española Contra el Cáncer (AECC). | The funds raised, like the previous year, are destined for the Spanish Association Against Cancer (AECC). |3
Además, esta edición se volcó especialmente con Sara, la hija de un trabajador del puerto que fue diagnosticada de leucemia. | Furthermore, this edition was dedicated especially to Sara, the daughter of a port worker who was diagnosed with leukemia. |3
"Antonio Sevilla, presidente de la Autoridad Portuaria de Cartagena, felicitó a los ganadores y a todos los participantes que se han dado cita en esta prueba y afirmó que ""hoy es un día de fiesta"" para todos los corredores. "|" Antonio Sevilla, president of the Port Authority of Cartagena, congratulated the winners and all the participants who attended this event, stating that ""today is a day of celebration"" for all the runners. "|3
Esta carrera es la continuación de la bonita andadura que comenzamos el año pasado, una andadura que este año es aún más especial. La fuerza de todos los corredores y organizadores hoy va para nuestro compañero José Manuel Carrasco 'Coco' y su hija Sara, aseguró el Presidente. |" ""This race is the continuation of the beautiful journey we started last year, a journey that is even more special this year. The strength of all the runners and organizers today is for our friend José Manuel Carrasco 'Coco' and his daughter Sara"", stated the President. "|3
El ganador absoluto de la II Carrera Puerto de Cartagena fue Francisco Pedrero Salcedo del Club Mobel Automenor Running y la  primera clasificada femenina  la corredora María Isabel Pelegrín Esparza, también del Club Mobel Automenor Running. | The overall winner of the II Port Race of Cartagena was Francisco Pedrero Salcedo from Club Mobel Automenor Running, and the first female finisher was the runner María Isabel Pelegrín Esparza, also from Club Mobel Automenor Running. |3
La entrega de trofeos se hizo a cargo de Antonio Sevilla, presidente de la Autoridad Portuaria, Ricardo Segado, concejal de Deportes del Ayuntamiento de Cartagena y Pablo Cerezuela, presidente de la delegación de la Asociación Española Contra el Cáncer en Cartagena. | The trophy presentation was carried out by Antonio Sevilla, president of the Port Authority, Ricardo Segado, Sports Councillor of the Cartagena City Council, and Pablo Cerezuela, president of the delegation of the Spanish Association Against Cancer in Cartagena. |3
Más de 3.000 personas se han dado cita en este evento deportivo de carácter social y benéfico, que disfrutaron tanto niños como mayores. | Over 3,000 people attended this social and charitable sports event, enjoyed by both children and adults. |3
El Puerto de Cartagena ofreció en sus instalaciones una zona de hinchables para los más pequeños, clases de zumba y paella gigante para todos los asistentes. | The Port of Cartagena offered inflatable play areas for children at its facilities, zumba classes, and a giant paella for all attendees. |3
Asimismo, la prueba fue oportunidad de promocionar la práctica deportiva como elemento integrador entre las personas con algún tipo de discapacidad. | Furthermore, the event was an opportunity to promote sports as an inclusive activity for people with disabilities. |3
Toda la comunidad portuaria participó en este evento, destacando la presencia de los remolcadores que han acompañado el desarrollo de la prueba. | The entire port community participated in this event, highlighting the presence of tugboats that accompanied the event. |9
Por último, Antonio Sevilla quiso agradecer expresamente el esfuerzo desarrollado por los numerosos voluntarios, por el equipo de Runtritón, por el equipo de la Autoridad Portuaria, así como por el Ayuntamiento de Cartagena, que hicieron posible, un año más, el gran éxito de esta prueba. | Finally, Antonio Sevilla wanted to express his gratitude for the effort made by the many volunteers, the Runtritón team, the Port Authority team, and the Cartagena City Council, who made the great success of this event possible once again this year. |3
La transformación digital ha cambiado la forma en que las empresas hoteleras operan y se comunican con sus clientes. | Digital transformation has changed the way hotel companies operate and communicate with their clients. |9
Así lo ha manifestado Pedro Saura, presidente de Paradores de España, en una conferencia impartida este viernes en la Facultad de Ciencias de la Empresa de la UPCT. | This was stated by Pedro Saura, president of Paradores de Spain, in a conference held this Friday at the Faculty of Business Sciences of the UPCT. |4
El conferenciante ha destacado la importancia de la transformación digital en la industria hotelera y ha mostrado cómo las empresas hoteleras pueden aprovechar las nuevas tecnologías para mejorar su funcionamiento y brindar una experiencia excepcional a sus clientes. | The speaker has emphasized the importance of digital transformation in the hotel industry and has shown how hotel companies can leverage new technologies to improve their operations and provide an exceptional experience to their clients. |9
Durante su intervención, Saura se ha referido al significativo impacto que ha tenido la digitalización en todas las industrias, incluido el sector hotelero. | During his intervention, Saura has referred to the significant impact that digitization has had on all industries, including the hotel sector. |9
Según el presidente de Paradores de España, la digitalización ha permitido a los hoteles mejorar la eficiencia operativa, optimizar los procesos de reserva y ofrecer una experiencia mejorada para los huéspedes. | According to the president of Paradores de Spain, digitization has allowed hotels to improve operational efficiency, optimize reservation processes, and offer an enhanced experience for guests. |9
Saura se ha referido también a las diferentes tecnologías que las empresas hoteleras han adoptado, como el uso de sistemas de gestión hotelera, aplicaciones móviles y redes sociales para interactuar con los clientes. | Saura also referred to the different technologies that hotel companies have adopted, such as the use of hotel management systems, mobile applications, and social networks to interact with clients. |9
El presidente de Paradores de España también ha indicado que la digitalización ha hecho posible una mayor personalización y una mejor atención al cliente. | The president of Paradores de Spain has also indicated that digitization has made greater personalization and better customer service possible. |9
Nueva convocatoria para reunir a los egresados de la Universidad Politécnica de Cartagena que visitan la Región durante el verano. | New call to gather the graduates of the Polytechnic University of Cartagena who visit the Region during the summer. |4
La asociación Alumni UPCT ha organizado su tercera jornada Networking al sol, que tendrá lugar el próximo día 14. | The Alumni UPCT association has organized its third 'Networking in the sun' event, which will take place on the 14th. |4
En esta ocasión, los alumni de la UPCT tienen previsto navegar a partir de las 18:00 horas a bordo de un dragón boat por la dársena de Cartagena. | On this occasion, the UPCT alumni are scheduled to sail from 6:00 p.m. on a dragon boat through the Cartagena dock. |9
La jornada finalizará con una cena en el Real Club de Regatas. | The day will end with a dinner at the Royal Regatta Club. |4
En este encuentro pueden participar socios Alumni y simpatizantes. | Alumni members and supporters can participate in this meeting. |4
Para participar es necesario enviar un Whatsapp al 868071193 o un correo electrónico a alumni@upct.es | To participate, it is necessary to send a WhatsApp to 868071193 or an email to alumni@upct.es. |9
La mayoría de los socios Alumni son trabajadores, empresarios y autónomos de la Región de Murcia. | Most of the Alumni members are workers, businessmen, and self-employed individuals from the Region of Murcia. |1
Pueden asociarse tanto egresados como personas que quieran estar vinculados a la UPCT. | Both graduates and individuals who want to be linked to the UPCT can join. |4
¿Cómo debe actuar un auxiliar de servicios de la UPCT ante un caso de emergencia? | How should a UPCT service assistant act in an emergency situation? |3
¿Cómo debe comunicarla? | How should it be communicated? |3
¿Qué debe conocer sobre protección de seguridad ciudadana? | What should be known about citizen security protection? |16
Son tres de los diez conceptos temáticos en los que se forman hoy los auxiliares de servicio a través de una metodología participativa y basada en hechos reales. | These are three of the ten thematic concepts in which service assistants are trained today through a participatory methodology based on real facts. |4
El curso Actuación en situaciones peligrosas y emergencias por parte de los auxiliares de servicios, lo imparte profesorado de la Escuela de Seguridad Pública del Ayuntamiento de Cartagena. | The course 'Action in dangerous situations and emergencies by service assistants' is taught by the teaching staff of the Public Safety School of the Cartagena City Council. |4
Durante el encuentro reciben formación en cómo intervenir en situaciones que impliquen un riesgo para la seguridad ciudadana; con personas violentas, con trastornos psiquiátricos o conductas suicidas. | During the meeting, they receive training on how to intervene in situations that pose a risk to citizen security; with violent individuals, psychiatric disorders, or suicidal behaviors. |3
También les han dado instrucciones para actuar ante situaciones de emergencia, calamidad o catástrofe. | They have also been given instructions on how to act in emergency, calamity, or disaster situations. |3
Finalmente, les han indicado cómo colaborar con los cuerpos de seguridad y emergencia. | Finally, they have been instructed on how to collaborate with security and emergency forces. |16
La formación, organizada por la Unidad de Recursos Humanos, ha finalizado con una actualización en conceptos de Deontología y buenas prácticas. | The training, organized by the Human Resources Unit, concluded with an update on Deontology and best practices concepts. |4
Las universidades politécnicas de España se unen para realizar un hackathon centrado en la Movilidad Inteligente. | The polytechnic universities of Spain come together to carry out a hackathon focused on Smart Mobility. |9
Se trata de un encuentro multidisciplinar entre estudiantes de las cuatro universidades politécnicas del país, en el marco del consorcio UP4, para proponer soluciones en el ámbito de la movilidad segura, sostenible y conectada 2030. | This is a multidisciplinary meeting among students from the four polytechnic universities in the country, within the framework of the UP4 consortium, to propose solutions in the field of safe, sustainable, and connected mobility by 2030. |9
Las inscripciones las pueden realizar alumnos de grado, máster y doctorado de las cuatro politécnicas hasta las 12:00 del jueves 19 de octubre. | Registrations can be made by undergraduate, master's, and doctoral students from the four polytechnics until 12:00 on Thursday, October 19th. |4
Los premios de esta primera edición alcanzan los 6.000 euros. | The prizes for this first edition amount to 6,000 euros. |4
Los participantes, en equipos de tres estudiantes, deberán elegir uno de estos tres retos: Movilidad inteligente, Movilidad segura y Datos para movilidad. | Participants, in teams of three students, must choose one of these three challenges: Smart Mobility, Secure Mobility, and Data for Mobility. |4
Esta primera edición, que cuenta con el patrocinio del Ministerio de Transportes, Movilidad y Agenda urbana, ofrece una cuantía de 6000  en premios y la presentación de todos los ganadores en el congreso internacional: Global Mobility Call 2023, que tendrá lugar el jueves 26 de octubre en Madrid. | This first edition, sponsored by the Ministry of Transport, Mobility, and Urban Agenda, offers a cash prize of 6000 euros and the presentation of all the winners at the international congress: Global Mobility Call 2023, which will take place on Thursday, October 26th in Madrid. |9
Los premios serán en formato de vale regalo. | The prizes will be in gift voucher format. |12
El primer equipo clasificado ganara 3.000 euros (1000  por estudiante). | The first team classified will win 3,000 euros (1000 euros per student). |4
El segundo equipo clasificado: 1800  (600  por estudiante)  y el tercero, 1200  (400  por estudiante). | The second classified team: 1800 euros (600 euros per student) and the third, 1200 euros (400 euros per student). |4
La inscripción se realiza en la web del evento y pueden apuntarse tanto grupos ya formados como de forma individual. | Registration is done on the event's website, and both pre-formed groups and individuals can sign up. |4
La cátedra de Empresa Familiar Mare Nostrum premia con 300 euros al mejor Trabajo Fin de Estudios, de grado o de máster, que trate cuestiones relacionadas con la empresa familiar y las pymes (pequeñas y medianas empresas). | The Mare Nostrum Family Business Chair awards 300 euros to the best Final Project work, at the undergraduate or master's level, dealing with issues related to family businesses and SMEs (small and medium enterprises). |8
La cuarta edición de estos premios valora también los temas vinculados a sucesión, objetivos y estrategias, órganos de gobierno, incorporación de familiares, relación con los grupos de interés, entre otros. | The fourth edition of these awards also values topics related to succession, objectives and strategies, governance bodies, family member involvement, relationship with stakeholders, among others. |8
También se valorarán trabajos que aborden de manera original y realista el análisis y recomendaciones de cuestiones que puedan ser de interés para las pymes, según las bases de la convocatoria. | Works that address in an original and realistic way the analysis and recommendations of issues that may be of interest to SMEs, according to the call's guidelines, will also be valued. |8
El jurado podrá conceder también otros trabajos con un accésit. | The jury may also award other works with a special mention. |8
Los autores recibirán un diploma acreditativo. | The authors will receive an accreditation diploma. |8
La convocatoria está abierta hasta el próximo 30 de septiembre. | The call is open until September 30th. |8
Degustación de paellas para celebrar las fiestas patronales de las Escuelas de Ingeniería Naval y Oceánica, Caminos e Ingeniería de Minas, Arquitectura y Edificación, así como de la Facultad de Ciencias de la Empresa de la UPCT, que se han celebrado del 2 al 5 de mayo de 2023. | Tasting of paellas to celebrate the patron saint festivals of the Schools of Naval and Ocean Engineering, Roads and Mining Engineering, Architecture and Building, as well as the Faculty of Business Sciences of the UPCT, which have been celebrated from May 2 to 5, 2023. | 2, 4
Además, han tenido lugar actividades deportivas y lúdicas, pero el broche final sin duda son las tradicionales paellas gigantes que se han elaborado en la zona del aparcamiento exterior del Rectorado, al ritmo de la música más actual, como la aclamada Rosalía, reggaeton, Djs y un potente equipo de sonido, barras portátiles, puestos de comida y otros servicios como asistencia medicalizada. | In addition, sports and recreational activities have taken place, but the final touch is undoubtedly the traditional giant paellas that have been prepared in the outdoor parking area of the Rectorate, to the rhythm of the most current music, such as the acclaimed Rosalía, reggaeton, Djs and a powerful sound system, portable bars, food stalls and other services such as medical assistance. | 2, 3, 8
Estas fiestas oficiales de los campus así como las de Acogida están organizadas por la Asociación de Fiestas de la Universidad Politécnica de Cartagena, compuesta por estudiantes voluntarios que colaboran desinteresadamente. | These official campus festivals as well as the Welcoming ones are organized by the Festival Association of the Polytechnic University of Cartagena, composed of volunteer students who collaborate selflessly. | 4
La aplicabilidad y posibilidad de transferencia al sector productivo de diez investigaciones de la Universidad Politécnica de Cartagena les ha valido el apoyo económico de la Fundación Séneca del Gobierno regional. | The applicability and possibility of transfer to the productive sector of ten research projects from the Polytechnic University of Cartagena has earned them the financial support of the Seneca Foundation of the regional Government. | 9  
La UPCT ha captado 10 de las 36 ayudas y un 28% de los fondos concedidos en la resolución provisional de la convocatoria. | The UPCT has secured 10 out of 36 grants and 28% of the funds granted in the provisional resolution of the call. | 9  
Los proyectos se desarrollarán durante todo el próximo año y tratan temas de Hidráulica, Termodinámica, monitorización medioambiental, climatización agroalimentaria, iluminación en invernaderos, ergonomía, energía solar en explotaciones agrarias, rehabilitación sanitaria y recuperación de aguas residuales. | The projects will be developed throughout the next year and address topics such as Hydraulics, Thermodynamics, environmental monitoring, agri-food climate control, greenhouse lighting, ergonomics, solar energy in agricultural exploitations, health rehabilitation, and wastewater treatment. | 7  
Los dirigen investigadores que imparten docencia en las escuelas de Caminos y Minas, Industriales, Telecomunicaciones y Agronomía. | They are led by researchers who teach at the schools of Civil Engineering and Mining, Industrial Engineering, Telecommunications, and Agronomy. | 4  
La detección en tiempo real de microorganismos patógenos en las aguas depuradas es el objetivo del proyecto de la UPCT mejor valorado en la convocatoria, liderado por Juan García Bermejo. | The real-time detection of pathogenic microorganisms in purified water is the objective of the UPCT project best valued in the call, led by Juan García Bermejo. | 6  
Las aguas residuales son también el tema de otro proyecto, de Juan Monzó, que busca mejorar la eficiencia de su recuperación mediante evaporación por microondas utilizando moldes dieléctricos. | Wastewater is also the subject of another project, by Juan Monzó, which seeks to improve the efficiency of its recovery through microwave evaporation using dielectric molds. | 6  
Conexión directa con el mercado tiene el proyecto de comercialización del software técnico para el estudio de procesos termodinámicos creado por el profesor Joaquín Zueco. | The commercialization project of technical software for the study of thermodynamic processes created by Professor Joaquín Zueco has a direct connection with the market. | 9  
Al igual que el diseño y validación a escala industrial de la cámara climática que estima la vida útil de los productos perecederos que contiene. | Similarly, the design and industrial-scale validation of the climate chamber that estimates the shelf life of perishable products it contains. | 9  
Roque Torres dirigirá este proyecto iniciado por una alumna durante sus prácticas en una empresa de logística. | Roque Torres will lead this project, initiated by a student during her internship at a logistics company. | 8  
Dos de los proyectos concedidos tratan la monitorización medioambiental, desarrollando por un lado una unidad móvil IoT, en el caso de la investigación de José Santa, y, por parte del proyecto dirigido por Rafael Asorey, del desarrollo de redes de monitorización del aire impulsadas por Inteligencia Artificial. | Two of the granted projects deal with environmental monitoring, developing on the one hand a mobile IoT unit, in the case of José Santa's research, and, on the other hand, the project led by Rafael Asorey of developing air monitoring networks powered by Artificial Intelligence. | 13  
La sostenibilidad es el objetivo último también del proyecto de Javier Padilla que desarrolla estructuras agrovoltaicas dinámicas para la adaptación climática en viñedos. | Sustainability is also the ultimate goal of the project by Javier Padilla, which develops dynamic agrovoltaic structures for climatic adaptation in vineyards. | 13  
En el mismo ámbito agronómico, Mari Carmen Ballesta diseña un equipo móvil de radiación y medición lumínica para reducir los efectos adversos del estrés salino en viveros e invernaderos. | In the same agronomic field, Mari Carmen Ballesta designs a mobile radiation and light measurement equipment to reduce the adverse effects of saline stress in nurseries and greenhouses. | 13  
La tecnología al servicio de la salud es la temática del proyecto de análisis de la postura, el equilibrio y la marcha para prevenir caídas en personas mayores, dirigido por Juan Antonio Riquelme, y del dispositivo para la rehabilitación de patologías en la pisada y evaluar su recuperación que desarrolla Juan Suardiaz. | Technology in the service of health is the theme of the project for analyzing posture, balance, and gait to prevent falls in the elderly, led by Juan Antonio Riquelme, and the device for rehabilitating foot pathologies and evaluating their recovery developed by Juan Suardiaz. | 3, 9  
Profesionales de diversos sectores de la Ingeniería Naval participan esta tarde en la jornada sobre salidas profesionales que se realizará de 17:30 a 19:00 horas en la Escuela Técnica Superior de Ingeniería Naval y Oceánica (ETSINO), ubicada en el campus Alfonso XIII. | Professionals from various sectors of Naval Engineering participate this afternoon in the session on professional opportunities that will take place from 17:30 to 19:00 at the Higher Technical School of Naval and Oceanic Engineering (ETSINO), located on the Alfonso XIII campus. |9
En la jornada, que comienza a las 17:30 horas, se presentará el Servicio de Orientación Profesional de Ingenieros Navales (SOPIN) y las salidas laborales. | In the session, which begins at 17:30, the Professional Guidance Service for Naval Engineers (SOPIN) and job opportunities will be presented. |8
La jornada finalizará con una mesa redonda sobre diferentes perfiles profesionales de los ingenieros navales, en la que se analizarán los perfiles reclamados por las empresas, las actividades de estos ingenieros, entre otros temas. | The session will end with a roundtable discussion on different professional profiles of naval engineers, analyzing the profiles demanded by companies, the activities of these engineers, among other topics. |8
La Escuela de Navales de la UPCT imparte el grado en Arquitectura Naval e Ingeniería de Sistemas Marinos que incluye la especialidad de Arquitectura Naval y la de Propulsión y Servicios del Buque. | The Naval School of UPCT offers a degree in Naval Architecture and Marine Systems Engineering which includes specializations in Naval Architecture and Ship Propulsion and Systems. |4
También ofrece el máster en Ingeniería Naval y Oceánica. | It also offers a master's degree in Naval and Oceanic Engineering. |4
El grado en Arquitectura naval e Ingeniería de Sistemas Marinos de la UPCT es pionero en España. | The degree in Naval Architecture and Marine Systems Engineering at UPCT is a pioneer in Spain. |4
El 45,41% de los estudiantes matriculados proceden de fuera de la Región. | 45.41% of the enrolled students come from outside the Region. |4
Permite a los graduados trabajar en el diseño, construcción, mantenimiento, reparación e inspección técnica de buques. | It allows graduates to work in the design, construction, maintenance, repair, and technical inspection of ships. |4
La Escuela cuenta con el buque Ciudad de Cartagena como aula/taller de prácticas flotante. |" The School has the ship ""City of Cartagena"" as a floating practice workshop. "|4
Una docena de estudiantes de máster y doctorado de Chipre, Rumanía, Francia y España participan este miércoles en un hackathon/reparathon.|A dozen master's and doctoral students from Cyprus, Romania, France, and Spain participate this Wednesday in a hackathon/reparathon.|4
Durante el taller, que se celebra de 16:00 a 19:00 horas, se ofrecerán usos alternativos y se repararán pequeños electrodomésticos y dispositivos que traigan los participantes.|During the workshop, which takes place from 16:00 to 19:00, alternative uses will be offered, and small household appliances and devices brought by the participants will be repaired.|12
Esta actividad tendrá lugar en el FabLab, ubicado en el Club Santiago y se enmarca en el primer Transnational Project Meeting que se celebra hasta el próximo viernes en la UPCT en el marco de Aesthetico, un proyecto de investigación de la Universidad Europea de Tecnología (EUt+).|This activity will take place at the FabLab, located at Club Santiago, and is part of the first Transnational Project Meeting taking place until next Friday at UPCT under the framework of Aesthetico, a research project of the European University of Technology (EUt+).|4
Aesthetico combina Arte y Ecología en la docencia de enseñanzas técnicas de la rama de Arquitectura e Ingeniería.|Aesthetico combines Art and Ecology in the teaching of technical programs in the fields of Architecture and Engineering.|4
El objetivo es proporcionar a los estudiantes de las enseñanzas tecnológicas un conjunto de herramientas conceptuales que les permitan aproximarse a la complejidad ética y estética de su futura labor profesional.|The aim is to provide students in technological programs with a set of conceptual tools that allow them to approach the ethical and aesthetic complexity of their future professional work.|4
La idea es formar profesionales que diseñen y fabriquen pensando en reutilizar todo lo que sea posible, en alargar la vida útil de los productos y en ser conscientes del origen de los materiales, señala José Luis Serrano, investigador del proyecto.|The idea is to train professionals who design and manufacture thinking about reusing everything possible, extending the life of products, and being aware of the origin of materials, says José Luis Serrano, a researcher on the project.|4
Durante las sesiones de trabajo se pondrán a prueba algunas herramientas con las que el profesorado de  distintas disciplinas podría introducir conceptos de Estética de los Cuidados en sus  asignaturas.|During the work sessions, some tools will be tested with which faculty from different disciplines could introduce concepts of Care Ethics in their subjects.|4
Para su evaluación se contará además con profesorado y expertos invitados de la UMU, SABIC, Cebas-CSIC, Ghana y la propia UPCT.|For their evaluation, they will also count on faculty and invited experts from UMU, SABIC, Cebas-CSIC, Ghana, and UPCT.|4
Los integrantes del proyecto Aesthetico participan además esta semana en el Festival de Arte Emergente Mucho Mas Mayo, que tendrá lugar del 4 al 14 de mayo bajo el lema Mejor con Menos, Prácticas Artísticas y Ética de la Sobriedad.|Members of the Aesthetico project are also participating this week in the Mucho Mas Mayo Emerging Art Festival, which will take place from May 4 to 14 under the motto Better with Less, Artistic Practices, and Ethics of Sobriety.|4
Aesthetico is funded by the European Commission under Agreement number: 2021-1-IE02-KA220-HED-000031130.|Aesthetico is funded by the European Commission under Agreement number: 2021-1-IE02-KA220-HED-000031130.|4
La Asociación de Jóvenes Investigadores de Cartagena (AJICT) renovó ayer su Junta Directiva y eligió como nuevo presidente a Miguel Velázquez. | The Association of Young Researchers of Cartagena (AJICT) renewed its Board of Directors yesterday and elected Miguel Velázquez as its new president. |4
Le acompañan en la Junta Directiva Hayet Kerras (vicepresidenta), Karina Eliana de la Rosa (secretaria general), Víctor Martínez (tesorero) y media docena de vocales. | Hayet Kerras (vice president), Karina Eliana de la Rosa (general secretary), Víctor Martínez (treasurer), and half a dozen vocal members accompany him on the Board of Directors. |5
En el balance de actividades del último año, la AJICT destaca su participación en el I Encuentro de Jóvenes Investigadores, en el festival Pint of Science, en la firma del PactoXlaCiencia, en la Noche Europea de los y las Investigadoras y en la Jornada de bienvenida a los nuevos doctorandos, así como la colaboración con la Federación de Jóvenes Investigadores (FJI). | In the summary of activities of the past year, AJICT highlights its participation in the 1st Meeting of Young Researchers, the Pint of Science festival, the signing of the Pact for Science, the European Night of Researchers, the welcome session for new doctoral students, and collaboration with the Federation of Young Researchers (FJI). |9
Persona que discurre con ingenio el modo de conseguir algo, así describe al ingeniero la segunda acepción de la RAE y experiencia de Alberto Martínez Ramos |" ""Person who ingeniously figures out how to achieve something,"" describes the engineer the second meaning by the RAE and experience of Alberto Martínez Ramos "|9
quien como estudiante de Ingeniería de Sistemas de Telecomunicación en la UPCT comenzó unas prácticas académicas en una empresa de automatización y robótica y le asignaron que se documentara sobre un tema que desconocía: el diseño de prótesis | who as a student of Telecommunication Systems Engineering at UPCT started academic internships at an automation and robotics company and was assigned to document a topic he was unfamiliar with: prosthetic design |9
Tanto aprendió que hizo su Trabajo Final de Grado (TFG) sobre fabricación aditiva de prótesis biónicas y biomecánicas y, poco después, ha creado junto al tutor de sus prácticas Limbium, una empresa pionera en el sector de la ortopedia que aspira a ser el primer fabricante en España de brazos y manos biónicas funcionales | He learned so much that he did his Final Degree Project (TFG) on additive manufacturing of bionic and biomechanical prostheses and shortly after, he created Limbium with his internship supervisor, a pioneering company in the orthopedic sector that aims to be the first manufacturer in Spain of functional bionic arms and hands |9
Utilizamos técnicas de escaneado, diseño e impresión 3D para la creación de prótesis personalizadas para cada paciente, subraya el joven ingeniero |" ""We use scanning, design, and 3D printing techniques for the creation of custom prostheses for each patient,"" emphasizes the young engineer "|9
La empresa, con sede en Espinardo, ofrece prótesis biónicas, con dispositivos electrónicos de última tecnología, prótesis personalizadas para las diferentes prácticas deportivas y otras soluciones protésicas, como dedos mecánicos que reproducen la funcionalidad y anatomía natural y que Alberto Martínez también diseñó y prototipó durante su TFG | The company, based in Espinardo, offers bionic prostheses with the latest electronic devices, customized prostheses for various sports practices, and other prosthetic solutions such as mechanical fingers that reproduce natural functionality and anatomy, which Alberto Martínez also designed and prototyped during his TFG |9
"Fueron meses de mucho esfuerzo, pero también de emoción por ayudar a gente que lo necesita creando algo único, comenta, reconociendo su ""pasión por la ingeniería"" "|" ""They were months of great effort, but also of excitement to help people in need by creating something unique,"" he comments, acknowledging his ""passion for engineering"" "|9
Durante el proceso vimos que podíamos llegar aún más lejos desarrollando nosotros mismos un antebrazo y un codo funcional, todo mediante impresión 3D, rememora |" ""During the process, we saw that we could go even further by developing a functional forearm and elbow ourselves, all through 3D printing,"" he recalls "|9
En paralelo a este proyecto, comenzamos a desarrollar dedos biomecánicos para personas con amputaciones de dedos como mi tío carpintero, cuenta por su parte Alberto Martínez |" ""In parallel to this project, we started developing biomechanical fingers for people with finger amputations like my uncle, who is a carpenter,"" recounts Alberto Martínez "|9
Durante el proceso vimos que podíamos llegar aún más lejos desarrollando nosotros mismos un antebrazo y un codo funcional, todo mediante impresión 3D, rememora |" ""During the process, we saw that we could go even further by developing a functional forearm and elbow ourselves, all through 3D printing,"" he recalls "|9
